"","X","GLOBAL.UNIQUE.IDENTIFIER","LAST.EDITED.DATE","TAXONOMIC.ORDER","CATEGORY","COMMON.NAME","SCIENTIFIC.NAME","SUBSPECIES.COMMON.NAME","SUBSPECIES.SCIENTIFIC.NAME","OBSERVATION.COUNT","BREEDING.BIRD.ATLAS.CODE","BREEDING.BIRD.ATLAS.CATEGORY","AGE.SEX","COUNTRY","COUNTRY.CODE","STATE","STATE.CODE","COUNTY","COUNTY.CODE","IBA.CODE","BCR.CODE","USFWS.CODE","ATLAS.BLOCK","LOCALITY","LOCALITY.ID","LOCALITY.TYPE","LATITUDE","LONGITUDE","OBSERVATION.DATE","TIME.OBSERVATIONS.STARTED","OBSERVER.ID","SAMPLING.EVENT.IDENTIFIER","PROTOCOL.TYPE","PROTOCOL.CODE","PROJECT.CODE","DURATION.MINUTES","EFFORT.DISTANCE.KM","EFFORT.AREA.HA","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","GROUP.IDENTIFIER","HAS.MEDIA","APPROVED","REVIEWED","REASON","TRIP.COMMENTS","SPECIES.COMMENTS","NSPECIES","R_AMERIC"
"4041",2726446,"URN:CornellLabOfOrnithology:EBIRD:OBS565181854","13:40.0",19245,"issf","Chivi Vireo","Vireo chivi","Chivi Vireo (migratory)","Vireo chivi chivi/diversus","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Criuva","L6685405","P",-28.97254,-50.79855,2018-01-07,"8:31:00","obsr517895","S41724870","Stationary","P21","EBIRD_BRA",4,NA,NA,1,1,"",0,1,0,NA,"","",6,0
"4042",2726457,"URN:CornellLabOfOrnithology:EBIRD:OBS565579039","53:06.0",19245,"issf","Chivi Vireo","Vireo chivi","Chivi Vireo (migratory)","Vireo chivi chivi/diversus","3","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Caxias do Sul--Criúva","L5614962","P",-28.87789,-50.97326,2018-01-07,"10:28:00","obsr517895","S41758115","Traveling","P22","EBIRD_BRA",38,1.01,NA,2,1,"G2851966",0,1,0,NA,"","",27,0
"4043",2726460,"URN:CornellLabOfOrnithology:EBIRD:OBS564726949","07:50.0",19245,"issf","Chivi Vireo","Vireo chivi","Chivi Vireo (migratory)","Vireo chivi chivi/diversus","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Jus","L6678817","P",-28.88481,-50.82197,2018-01-06,"8:34:00","obsr517895","S41688371","Stationary","P21","EBIRD_BRA",3,NA,NA,1,1,"",0,1,0,NA,"","",7,0
"4044",2726461,"URN:CornellLabOfOrnithology:EBIRD:OBS564946177","53:06.0",19245,"issf","Chivi Vireo","Vireo chivi","Chivi Vireo (migratory)","Vireo chivi chivi/diversus","3","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Caxias do Sul--Criúva","L5614962","P",-28.87789,-50.97326,2018-01-07,"10:28:00","obsr826311","S41704779","Traveling","P22","EBIRD_BRA",38,1.01,NA,2,1,"G2851966",0,1,0,NA,"","",27,0
"4045",2726464,"URN:CornellLabOfOrnithology:EBIRD:OBS564465516","20:23.0",19245,"issf","Chivi Vireo","Vireo chivi","Chivi Vireo (migratory)","Vireo chivi chivi/diversus","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Palanq","L6674519","P",-28.89702,-50.80893,2018-01-05,"18:30:00","obsr517895","S41666462","Stationary","P21","EBIRD_BRA",2,NA,NA,1,1,"G2844551",0,1,0,NA,"","",12,0
"4046",2726465,"URN:CornellLabOfOrnithology:EBIRD:OBS565594322","48:01.0",19245,"issf","Chivi Vireo","Vireo chivi","Chivi Vireo (migratory)","Vireo chivi chivi/diversus","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Palanq","L6674519","P",-28.89702,-50.80893,2018-01-08,"7:56:00","obsr826311","S41759354","Stationary","P21","EBIRD_BRA",12,NA,NA,1,1,"G2852114",0,1,0,NA,"","",10,0
"4047",2726466,"URN:CornellLabOfOrnithology:EBIRD:OBS565386571","47:05.0",19245,"issf","Chivi Vireo","Vireo chivi","Chivi Vireo (migratory)","Vireo chivi chivi/diversus","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Palanq","L6674519","P",-28.89702,-50.80893,2018-01-08,"9:05:00","obsr517895","S41741411","Stationary","P21","EBIRD_BRA",6,NA,NA,1,1,"G2852106",0,1,0,NA,"","",5,0
"4048",2726467,"URN:CornellLabOfOrnithology:EBIRD:OBS564732770","20:23.0",19245,"issf","Chivi Vireo","Vireo chivi","Chivi Vireo (migratory)","Vireo chivi chivi/diversus","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Palanq","L6674519","P",-28.89702,-50.80893,2018-01-05,"18:30:00","obsr826311","S41688842","Stationary","P21","EBIRD_BRA",2,NA,NA,1,1,"G2844551",0,1,0,NA,"","",12,0
"4049",2726469,"URN:CornellLabOfOrnithology:EBIRD:OBS565386598","46:13.0",19245,"issf","Chivi Vireo","Vireo chivi","Chivi Vireo (migratory)","Vireo chivi chivi/diversus","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Palanq","L6674519","P",-28.89702,-50.80893,2018-01-08,"8:49:00","obsr517895","S41741413","Stationary","P21","EBIRD_BRA",16,NA,NA,1,1,"G2852107",0,1,0,NA,"","",8,0
"4050",2726472,"URN:CornellLabOfOrnithology:EBIRD:OBS565594119","46:13.0",19245,"issf","Chivi Vireo","Vireo chivi","Chivi Vireo (migratory)","Vireo chivi chivi/diversus","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Palanq","L6674519","P",-28.89702,-50.80893,2018-01-08,"8:49:00","obsr826311","S41759335","Stationary","P21","EBIRD_BRA",16,NA,NA,1,1,"G2852107",0,1,0,NA,"","",8,0
"4051",2726473,"URN:CornellLabOfOrnithology:EBIRD:OBS565386696","47:47.0",19245,"issf","Chivi Vireo","Vireo chivi","Chivi Vireo (migratory)","Vireo chivi chivi/diversus","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Palanq","L6674519","P",-28.89702,-50.80893,2018-01-08,"8:16:00","obsr517895","S41741424","Stationary","P21","EBIRD_BRA",11,NA,NA,1,1,"G2852110",0,1,0,NA,"","",4,0
"4052",2726474,"URN:CornellLabOfOrnithology:EBIRD:OBS565386685","48:01.0",19245,"issf","Chivi Vireo","Vireo chivi","Chivi Vireo (migratory)","Vireo chivi chivi/diversus","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Palanq","L6674519","P",-28.89702,-50.80893,2018-01-08,"7:56:00","obsr517895","S41741422","Stationary","P21","EBIRD_BRA",12,NA,NA,1,1,"G2852114",0,1,0,NA,"","",10,0
"4053",2726476,"URN:CornellLabOfOrnithology:EBIRD:OBS565594216","47:47.0",19245,"issf","Chivi Vireo","Vireo chivi","Chivi Vireo (migratory)","Vireo chivi chivi/diversus","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Palanq","L6674519","P",-28.89702,-50.80893,2018-01-08,"8:16:00","obsr826311","S41759346","Stationary","P21","EBIRD_BRA",11,NA,NA,1,1,"G2852110",0,1,0,NA,"","",4,0
"4054",2726497,"URN:CornellLabOfOrnithology:EBIRD:OBS565179350","09:17.0",15521,"species","Cliff Flycatcher","Hirundinea ferruginea","","","2","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Unnamed Road, Rio Grande do Sul, BR (-28,874, -50,819)","L6685394","P",-28.87427,-50.81887,2018-01-07,"18:12:00","obsr517895","S41724661","Stationary","P21","EBIRD_BRA",77,NA,NA,1,1,"",0,1,0,NA,"","",12,0
"4055",2726521,"URN:CornellLabOfOrnithology:EBIRD:OBS564185485","20:48.0",7053,"species","Cocoi Heron","Ardea cocoi","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Caxias do Sul--Criúva","L5614962","P",-28.87789,-50.97326,2018-01-05,"7:16:00","obsr826311","S41642706","Incidental","P20","EBIRD_BRA",NA,NA,NA,2,0,"G2844556",0,1,0,NA,"","",2,0
"4056",2726523,"URN:CornellLabOfOrnithology:EBIRD:OBS564732888","20:48.0",7053,"species","Cocoi Heron","Ardea cocoi","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Caxias do Sul--Criúva","L5614962","P",-28.87789,-50.97326,2018-01-05,"7:16:00","obsr517895","S41688856","Incidental","P20","EBIRD_BRA",NA,NA,NA,2,0,"G2844556",0,1,0,NA,"","",2,0
"4057",2726529,"URN:CornellLabOfOrnithology:EBIRD:OBS565191087","28:03.0",11263,"species","Collared Forest-Falcon","Micrastur semitorquatus","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Criuva","L6685405","P",-28.97254,-50.79855,2018-01-07,"7:47:00","obsr826311","S41725646","Stationary","P21","EBIRD_BRA",10,NA,NA,1,1,"G2848586",0,1,0,NA,"","",16,0
"4058",2726530,"URN:CornellLabOfOrnithology:EBIRD:OBS565180348","28:03.0",11263,"species","Collared Forest-Falcon","Micrastur semitorquatus","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Criuva","L6685405","P",-28.97254,-50.79855,2018-01-07,"7:47:00","obsr517895","S41724749","Stationary","P21","EBIRD_BRA",10,NA,NA,1,1,"G2848586",0,1,0,NA,"","",16,0
"4059",2726560,"URN:CornellLabOfOrnithology:EBIRD:OBS570933644","40:42.0",29611,"species","Correndera Pipit","Anthus correndera","","","4","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe -- Trilha do Talha-Mar","L3738513","H",-31.25631,-50.9829,2018-01-24,"18:54:00","obsr726537","S42219723","Stationary","P21","EBIRD",22,NA,NA,2,1,"",0,1,0,NA,"","",5,0
"4060",2726577,"URN:CornellLabOfOrnithology:EBIRD:OBS565180583","33:20.0",28025,"species","Creamy-bellied Thrush","Turdus amaurochalinus","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Criuva","L6685405","P",-28.97254,-50.79855,2018-01-07,"7:57:00","obsr517895","S41724771","Stationary","P21","EBIRD_BRA",8,NA,NA,2,1,"G2848589",0,1,0,NA,"","",8,0
"4061",2726579,"URN:CornellLabOfOrnithology:EBIRD:OBS564465091","19:47.0",28025,"species","Creamy-bellied Thrush","Turdus amaurochalinus","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Ctrle","L6674510","P",-28.9481,-50.81785,2018-01-05,"9:28:00","obsr517895","S41666434","Stationary","P21","EBIRD_BRA",10,NA,NA,3,1,"",0,1,0,NA,"","",11,0
"4062",2726588,"URN:CornellLabOfOrnithology:EBIRD:OBS565191510","33:20.0",28025,"species","Creamy-bellied Thrush","Turdus amaurochalinus","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Criuva","L6685405","P",-28.97254,-50.79855,2018-01-07,"7:57:00","obsr826311","S41725667","Stationary","P21","EBIRD_BRA",8,NA,NA,2,1,"G2848589",0,1,0,NA,"","",8,0
"4063",2726599,"URN:CornellLabOfOrnithology:EBIRD:OBS564465291","20:12.0",28025,"species","Creamy-bellied Thrush","Turdus amaurochalinus","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Ctrle","L6674510","P",-28.9481,-50.81785,2018-01-05,"7:41:00","obsr517895","S41666437","Stationary","P21","EBIRD_BRA",8,NA,NA,3,1,"",0,1,0,NA,"","",7,0
"4064",2726605,"URN:CornellLabOfOrnithology:EBIRD:OBS564728644","11:40.0",28025,"species","Creamy-bellied Thrush","Turdus amaurochalinus","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Jus","L6678817","P",-28.88481,-50.82197,2018-01-06,"7:14:00","obsr517895","S41688494","Stationary","P21","EBIRD_BRA",14,NA,NA,1,1,"",0,1,0,NA,"","",9,0
"4065",2726608,"URN:CornellLabOfOrnithology:EBIRD:OBS564728785","12:09.0",28025,"species","Creamy-bellied Thrush","Turdus amaurochalinus","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Jus","L6678817","P",-28.88481,-50.82197,2018-01-06,"7:28:00","obsr517895","S41688507","Stationary","P21","EBIRD_BRA",10,NA,NA,1,1,"",0,1,0,NA,"","",7,0
"4066",2726610,"URN:CornellLabOfOrnithology:EBIRD:OBS565738390","32:11.0",28025,"species","Creamy-bellied Thrush","Turdus amaurochalinus","","","2","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Caxias do Sul--Criúva","L5614962","P",-28.87789,-50.97326,2018-01-09,"8:45:00","obsr826311","S41770913","Stationary","P21","EBIRD_BRA",10,NA,NA,1,1,"",0,1,0,NA,"","",12,0
"4067",2726612,"URN:CornellLabOfOrnithology:EBIRD:OBS564729806","14:37.0",28025,"species","Creamy-bellied Thrush","Turdus amaurochalinus","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Jus","L6678817","P",-28.88481,-50.82197,2018-01-06,"8:12:00","obsr517895","S41688605","Stationary","P21","EBIRD_BRA",5,NA,NA,1,1,"",0,1,0,NA,"","",10,0
"4068",2726634,"URN:CornellLabOfOrnithology:EBIRD:OBS565386613","47:31.0",16605,"species","Crested Becard","Pachyramphus validus","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Palanq","L6674519","P",-28.89702,-50.80893,2018-01-08,"8:27:00","obsr517895","S41741416","Stationary","P21","EBIRD_BRA",22,NA,NA,1,1,"G2852108",0,1,0,NA,"","",9,0
"4069",2726660,"URN:CornellLabOfOrnithology:EBIRD:OBS564729599","14:04.0",32515,"species","Diademed Tanager","Stephanophorus diadematus","","","2","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Jus","L6678817","P",-28.88481,-50.82197,2018-01-06,"7:54:00","obsr517895","S41688582","Stationary","P21","EBIRD_BRA",9,NA,NA,1,1,"",0,1,0,NA,"","",8,0
"4070",2726662,"URN:CornellLabOfOrnithology:EBIRD:OBS564729009","12:55.0",32515,"species","Diademed Tanager","Stephanophorus diadematus","","","3","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Jus","L6678817","P",-28.88481,-50.82197,2018-01-06,"7:38:00","obsr517895","S41688535","Stationary","P21","EBIRD_BRA",16,NA,NA,1,1,"",0,1,0,NA,"","",15,0
"4071",2726737,"URN:CornellLabOfOrnithology:EBIRD:OBS580218625","16:07.0",797,"species","Dusky-legged Guan","Penelope obscura","","","3","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"FLONA São Francisco de Paula","L2803110","H",-29.42385,-50.38677,2018-01-30,"7:45:00","obsr811408","S43024709","Incidental","P20","EBIRD",NA,NA,NA,7,0,"",1,1,0,NA,"","Photos: Anne Runde",3,0
"4072",2726749,"URN:CornellLabOfOrnithology:EBIRD:OBS588275236","20:03.0",2311,"species","Eared Dove","Zenaida auriculata","","","2","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Porto Alegre--Rua Eça de Queiroz","L5004527","H",-30.04942,-51.19354,2018-01-28,"8:28:00","obsr814626","S43678132","Stationary","P21","EBIRD",30,NA,NA,1,1,"",0,1,0,NA,"","",7,0
"4073",2726781,"URN:CornellLabOfOrnithology:EBIRD:OBS588265657","40:01.0",2311,"species","Eared Dove","Zenaida auriculata","","","15","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Porto Alegre--Rua Eça de Queiroz","L5004527","H",-30.04942,-51.19354,2018-01-07,"6:31:00","obsr814626","S43677244","Stationary","P21","EBIRD",51,NA,NA,1,1,"",0,1,0,NA,"","",6,0
"4074",2726797,"URN:CornellLabOfOrnithology:EBIRD:OBS588267133","46:37.0",2311,"species","Eared Dove","Zenaida auriculata","","","3","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Porto Alegre--Rua Eça de Queiroz","L5004527","H",-30.04942,-51.19354,2018-01-13,"7:57:00","obsr814626","S43677385","Stationary","P21","EBIRD",21,NA,NA,1,1,"",0,1,0,NA,"","",7,0
"4075",2726834,"URN:CornellLabOfOrnithology:EBIRD:OBS564465374","21:53.0",32527,"species","Fawn-breasted Tanager","Pipraeidea melanonota","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Ctrle","L6674510","P",-28.9481,-50.81785,2018-01-05,"8:30:00","obsr517895","S41666448","Stationary","P21","EBIRD_BRA",9,NA,NA,1,1,"",0,1,0,NA,"","",7,0
"4076",2726872,"URN:CornellLabOfOrnithology:EBIRD:OBS565180859","11:41.0",16187,"species","Fork-tailed Flycatcher","Tyrannus savana","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Criuva","L6685405","P",-28.97254,-50.79855,2018-01-07,"8:06:00","obsr517895","S41724790","Stationary","P21","EBIRD_BRA",4,NA,NA,1,1,"",0,1,0,NA,"","",8,0
"4077",2726947,"URN:CornellLabOfOrnithology:EBIRD:OBS565594138","47:01.0",31888,"species","Golden-crowned Warbler","Basileuterus culicivorus","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Palanq","L6674519","P",-28.89702,-50.80893,2018-01-08,"8:27:00","obsr826311","S41759338","Stationary","P21","EBIRD_BRA",22,NA,NA,1,1,"G2852108",0,1,0,NA,"","",8,0
"4078",2727215,"URN:CornellLabOfOrnithology:EBIRD:OBS565594337","48:04.0",16515,"species","Greenish Schiffornis","Schiffornis virescens","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Palanq","L6674519","P",-28.89702,-50.80893,2018-01-08,"7:48:00","obsr826311","S41759356","Stationary","P21","EBIRD_BRA",8,NA,NA,1,1,"G2852116",0,1,0,NA,"","",8,0
"4079",2727216,"URN:CornellLabOfOrnithology:EBIRD:OBS565386670","48:04.0",16515,"species","Greenish Schiffornis","Schiffornis virescens","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Palanq","L6674519","P",-28.89702,-50.80893,2018-01-08,"7:48:00","obsr517895","S41741420","Stationary","P21","EBIRD_BRA",8,NA,NA,1,1,"G2852116",0,1,0,NA,"","",8,0
"4080",2727303,"URN:CornellLabOfOrnithology:EBIRD:OBS564697939","07:33.0",33429,"species","Green-winged Saltator","Saltator similis","","","2","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Caxias do Sul--Cânion dos Palanquinhos","L5654027","H",-28.88479,-50.81667,2018-01-06,"19:22:00","obsr826311","S41686060","Stationary","P21","EBIRD_BRA",3,NA,NA,1,1,"",0,1,0,NA,"","",6,0
"4081",2727606,"URN:CornellLabOfOrnithology:EBIRD:OBS565180020","12:33.0",22343,"issf","House Wren","Troglodytes aedon","House Wren (Southern)","Troglodytes aedon [musculus Group]","2","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Criuva","L6685405","P",-28.97254,-50.79855,2018-01-07,"8:57:00","obsr517895","S41724721","Stationary","P21","EBIRD_BRA",5,NA,NA,1,1,"",0,1,0,NA,"","",8,0
"4082",2727618,"URN:CornellLabOfOrnithology:EBIRD:OBS565826565","01:41.0",7276,"species","King Vulture","Sarcoramphus papa","","","2","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Caxias do Sul--Criúva","L5614962","P",-28.87789,-50.97326,2018-01-09,"16:47:00","obsr826311","S41778383","Incidental","P20","EBIRD_BRA",NA,NA,NA,1,0,"",1,1,0,NA,"","",3,0
"4083",2727679,"URN:CornellLabOfOrnithology:EBIRD:OBS564351374","01:34.0",3479,"species","Long-trained Nightjar","Macropsalis forcipata","","","2","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"FLONA São Francisco de Paula","L2803110","H",-29.42385,-50.38677,2018-01-02,"22:10:00","obsr758808","S41657605","Stationary","P21","EBIRD",25,NA,NA,2,1,"",1,1,0,NA,"As duas espécies encontravam-se no entroncamento do acesso principal à sede da Flona com a estrada do Morro do Cavalo.","",2,0
"4084",2727937,"URN:CornellLabOfOrnithology:EBIRD:OBS565180177","10:48.0",14990,"species","Olivaceous Elaenia","Elaenia mesoleuca","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Criuva","L6685405","P",-28.97254,-50.79855,2018-01-07,"8:53:00","obsr517895","S41724732","Stationary","P21","EBIRD_BRA",4,NA,NA,1,1,"",0,1,0,NA,"","",2,0
"4085",2728412,"URN:CornellLabOfOrnithology:EBIRD:OBS565181749","13:18.0",7878,"species","Roadside Hawk","Rupornis magnirostris","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE Criuva","L6685405","P",-28.97254,-50.79855,2018-01-07,"8:35:00","obsr517895","S41724853","Stationary","P21","EBIRD_BRA",6,NA,NA,1,1,"",0,1,0,NA,"","",4,0
"4086",2728875,"URN:CornellLabOfOrnithology:EBIRD:OBS564012904","16:25.0",7572,"species","Rufous-thighed Kite","Harpagus diodon","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Caxias do Sul--Cânion dos Palanquinhos","L5654027","H",-28.88479,-50.81667,2018-01-04,"10:14:00","obsr826311","S41626742","Incidental","P20","EBIRD_BRA",NA,NA,NA,2,0,"G2844520",0,1,0,NA,"","",3,0
"4087",2728876,"URN:CornellLabOfOrnithology:EBIRD:OBS564730787","16:25.0",7572,"species","Rufous-thighed Kite","Harpagus diodon","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Caxias do Sul--Cânion dos Palanquinhos","L5654027","H",-28.88479,-50.81667,2018-01-04,"10:14:00","obsr517895","S41688670","Incidental","P20","EBIRD_BRA",NA,NA,NA,2,0,"G2844520",0,1,0,NA,"","",3,0
"4088",2729134,"URN:CornellLabOfOrnithology:EBIRD:OBS564731327","17:41.0",7759,"species","Sharp-shinned Hawk","Accipiter striatus","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Ana Rech","L6665171","P",-29.10981,-51.05634,2018-01-04,"12:17:00","obsr517895","S41688722","Incidental","P20","EBIRD_BRA",NA,NA,NA,2,0,"G2844532",0,1,0,NA,"","",1,0
"4089",2729138,"URN:CornellLabOfOrnithology:EBIRD:OBS563839807","17:41.0",7759,"species","Sharp-shinned Hawk","Accipiter striatus","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Ana Rech","L6665171","P",-29.10981,-51.05634,2018-01-04,"12:17:00","obsr826311","S41611018","Incidental","P20","EBIRD_BRA",NA,NA,NA,2,0,"G2844532",0,1,0,NA,"","",1,0
"4090",2729720,"URN:CornellLabOfOrnithology:EBIRD:OBS570614510","57:32.0",8672,"species","Striped Owl","Asio clamator","","","2","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Dunas Laranjal","L5205137","H",-31.7675,-52.25139,2018-01-23,"22:55:00","obsr766921","S42191393","Stationary","P21","EBIRD",5,NA,NA,1,1,"",0,1,0,NA,"","2 indivíduos na beira da estrada, 1 pousado num poste de luz e 1 pousado em 1 arbusto de mamona. Estavam vocalizando (kíiiii), provavelmente casal.",1,0
"4091",2729981,"URN:CornellLabOfOrnithology:EBIRD:OBS574575773","07:38.0",33203,"species","Tropeiro Seedeater","Sporophila beltoni","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Caxias do Sul--Criúva","L5614962","P",-28.87789,-50.97326,2018-01-08,"17:36:00","obsr826311","S42514945","Incidental","P20","EBIRD_BRA",NA,NA,NA,1,0,"",1,1,1,NA,"","Registrado com foto e vocalização",1,0
"4092",2730730,"URN:CornellLabOfOrnithology:EBIRD:OBS582576315","27:23.0",9643,"species","Amazon Kingfisher","Chloroceryle amazona","","","2","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"P.E. do Tainhas Rio Grande do Sul, BR (-29,092, -50,365)","L6992842","P",-29.09228,-50.36505,2018-02-24,"11:15:00","obsr621271","S43219443","Traveling","P22","EBIRD_BRA",443,9.83,NA,10,1,"",0,1,0,NA,"Esta lista foi elaborada com as aves avistadas no P.E. do Tainhas. Participantes: Astor, Irene, Morci, Tafael, Alexandre, Gabriela, Caio, Thiago, Viviane e Eduardo Chiarani","",65,0
"4093",2730731,"URN:CornellLabOfOrnithology:EBIRD:OBS576191471","57:45.0",9643,"species","Amazon Kingfisher","Chloroceryle amazona","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Cassino -- Estrada Senandes","L4083397","H",-32.16601,-52.21993,2018-02-09,"11:00:00","obsr766921","S42641086","Traveling","P22","EBIRD",145,38,NA,2,0,"G2933269",0,1,0,NA,"Com o amigo Christian Andretti. Esta lista compreende as espécies observadas na beira da estrada, do limite sul da Rebio Banhado do Maçarico em direção à BR-734, pelo Corredor do Senandes.","",83,0
"4094",2730732,"URN:CornellLabOfOrnithology:EBIRD:OBS576411555","57:45.0",9643,"species","Amazon Kingfisher","Chloroceryle amazona","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Cassino -- Estrada Senandes","L4083397","H",-32.16601,-52.21993,2018-02-09,"11:00:00","obsr738544","S42659896","Traveling","P22","EBIRD",145,38,NA,2,0,"G2933269",0,1,0,NA,"Com o amigo Christian Andretti. Esta lista compreende as espécies observadas na beira da estrada, do limite sul da Rebio Banhado do Maçarico em direção à BR-734, pelo Corredor do Senandes.","",83,0
"4095",2730733,"URN:CornellLabOfOrnithology:EBIRD:OBS577757042","36:02.0",9643,"species","Amazon Kingfisher","Chloroceryle amazona","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Estrada da chácara da BM","L4625891","H",-31.77056,-52.29861,2018-02-15,"9:15:00","obsr766921","S42767368","Stationary","P21","EBIRD",1,NA,NA,1,1,"",0,1,0,NA,"","",69,0
