"","X","GLOBAL.UNIQUE.IDENTIFIER","LAST.EDITED.DATE","TAXONOMIC.ORDER","CATEGORY","COMMON.NAME","SCIENTIFIC.NAME","SUBSPECIES.COMMON.NAME","SUBSPECIES.SCIENTIFIC.NAME","OBSERVATION.COUNT","BREEDING.BIRD.ATLAS.CODE","BREEDING.BIRD.ATLAS.CATEGORY","AGE.SEX","COUNTRY","COUNTRY.CODE","STATE","STATE.CODE","COUNTY","COUNTY.CODE","IBA.CODE","BCR.CODE","USFWS.CODE","ATLAS.BLOCK","LOCALITY","LOCALITY.ID","LOCALITY.TYPE","LATITUDE","LONGITUDE","OBSERVATION.DATE","TIME.OBSERVATIONS.STARTED","OBSERVER.ID","SAMPLING.EVENT.IDENTIFIER","PROTOCOL.TYPE","PROTOCOL.CODE","PROJECT.CODE","DURATION.MINUTES","EFFORT.DISTANCE.KM","EFFORT.AREA.HA","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","GROUP.IDENTIFIER","HAS.MEDIA","APPROVED","REVIEWED","REASON","TRIP.COMMENTS","SPECIES.COMMENTS","NSPECIES","R_AMERIC"
"6",2631425,"URN:CornellLabOfOrnithology:EBIRD:OBS180799452","24:13.0",8,"species","Greater Rhea","Rhea americana","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Lagoa Mostardas","L1932439","P",-31.0923381,-50.9415436,2010-06-16,"","obsr252043","S12946572","Incidental","P20","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"","",33,1
"7",2631426,"URN:CornellLabOfOrnithology:EBIRD:OBS180799538","14:33.0",8,"species","Greater Rhea","Rhea americana","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Mostardas peninsula","L1932388","P",-31.1752098,-50.9820557,2010-06-14,"12:00:00","obsr252043","S12946575","Incidental","P20","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"","",32,1
"8",2632549,"URN:CornellLabOfOrnithology:EBIRD:OBS117344832","20:55.0",8,"species","Greater Rhea","Rhea americana","","","10","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe--Tavares Entrance","L683798","H",-31.3188144,-51.0895157,2011-04-29,"13:00:00","obsr115824","S8183257","Traveling","P22","EBIRD",120,2,NA,3,1,"G257373",0,1,0,NA,"","",57,1
"9",2632550,"URN:CornellLabOfOrnithology:EBIRD:OBS117143957","20:55.0",8,"species","Greater Rhea","Rhea americana","","","10","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe--Tavares Entrance","L683798","H",-31.3188144,-51.0895157,2011-04-29,"13:00:00","obsr119128","S8170668","Traveling","P22","EBIRD",120,2,NA,3,1,"G257373",0,1,0,NA,"","",57,1
"10",2632551,"URN:CornellLabOfOrnithology:EBIRD:OBS117753792","20:55.0",8,"species","Greater Rhea","Rhea americana","","","10","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe--Tavares Entrance","L683798","H",-31.3188144,-51.0895157,2011-04-29,"13:00:00","obsr265528","S8204954","Traveling","P22","EBIRD",120,2,NA,3,1,"G257373",0,1,0,NA,"","",57,1
"11",2632552,"URN:CornellLabOfOrnithology:EBIRD:OBS428953628","58:34.0",8,"species","Greater Rhea","Rhea americana","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN da Lagoa do Peixe","L4910215","P",-31.213215,-50.9051085,2011-04-18,"","obsr501068","S31515240","Historical","P62","EBIRD",NA,NA,NA,2,1,"",0,1,0,NA,"Lista das aves registradas no local nos dias 17 e 18 de abril de 2011.","Entorno",113,1
"12",2633629,"URN:CornellLabOfOrnithology:EBIRD:OBS180823736","12:37.0",8,"species","Greater Rhea","Rhea americana","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"RS101 Capivari do sul to Tavares","L1932729","P",-30.3918303,-50.4986572,2011-06-08,"","obsr252043","S12948070","Incidental","P20","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"","",47,1
"13",2633630,"URN:CornellLabOfOrnithology:EBIRD:OBS180823672","24:13.0",8,"species","Greater Rhea","Rhea americana","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe--Mostardas Entrance","L683785","H",-31.1137977,-50.8565712,2011-06-09,"","obsr252043","S12948069","Incidental","P20","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"","",64,1
"14",2633631,"URN:CornellLabOfOrnithology:EBIRD:OBS180823554","12:37.0",8,"species","Greater Rhea","Rhea americana","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Taim","L1932727","P",-32.5016547,-52.5812531,2011-06-12,"12:00:00","obsr252043","S12948065","Incidental","P20","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"","",45,1
"15",2634311,"URN:CornellLabOfOrnithology:EBIRD:OBS291312323","56:50.0",8,"species","Greater Rhea","Rhea americana","","","15","FL","C4","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Palamres do Sul","L3296180","P",-30.2497255,-50.4817486,2012-04-01,"","obsr419927","S21370495","Historical","P62","EBIRD",NA,NA,NA,NA,0,"G2296758",1,1,0,NA,"","",8,1
"16",2634312,"URN:CornellLabOfOrnithology:EBIRD:OBS478921466","56:50.0",8,"species","Greater Rhea","Rhea americana","","","15","FL","C4","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Palamres do Sul","L3296180","P",-30.2497255,-50.4817486,2012-04-01,"","obsr280745","S35448454","Historical","P62","EBIRD",NA,NA,NA,NA,0,"G2296758",1,1,0,NA,"","",8,1
"17",2634313,"URN:CornellLabOfOrnithology:EBIRD:OBS477431200","54:19.0",8,"species","Greater Rhea","Rhea americana","","","5","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe -- Trilha do Talha-Mar","L3738513","H",-31.2563069,-50.9828968,2012-04-02,"","obsr419927","S35336924","Historical","P62","EBIRD",NA,NA,NA,2,0,"G2296748",1,1,0,NA,"","",2,1
"18",2634314,"URN:CornellLabOfOrnithology:EBIRD:OBS478920232","54:19.0",8,"species","Greater Rhea","Rhea americana","","","5","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe -- Trilha do Talha-Mar","L3738513","H",-31.2563069,-50.9828968,2012-04-02,"","obsr280745","S35448369","Historical","P62","EBIRD",NA,NA,NA,2,0,"G2296748",1,1,0,NA,"","",2,1
"19",2634708,"URN:CornellLabOfOrnithology:EBIRD:OBS160881692","37:56.0",8,"species","Greater Rhea","Rhea americana","","","12","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe--Tavares Entrance","L683798","H",-31.3188144,-51.0895157,2012-07-25,"8:00:00","obsr100700","S11340195","Traveling","P22","EBIRD",600,40.234,NA,3,1,"",0,1,0,NA,"Travelled around Tavares, visiting besides Lagoa do Peixe NP, nerby areas such as the shores of Lagoa dos Patos near Tavares.","",82,1
"20",2634709,"URN:CornellLabOfOrnithology:EBIRD:OBS160878445","40:08.0",8,"species","Greater Rhea","Rhea americana","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe--Mostardas Entrance","L683785","H",-31.1137977,-50.8565712,2012-07-26,"9:00:00","obsr100700","S11339952","Traveling","P22","EBIRD",180,4.828,NA,2,1,"",0,1,0,NA,"","",39,1
"21",2636131,"URN:CornellLabOfOrnithology:EBIRD:OBS376674190","24:13.0",8,"species","Greater Rhea","Rhea americana","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Dunes Trail am, travel to Porto Alegre airport pm","L4305962","P",-29.993583,-51.1753705,2013-11-28,"","obsr59106","S27790988","Incidental","P20","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"","",69,1
"22",2636132,"URN:CornellLabOfOrnithology:EBIRD:OBS376673971","24:13.0",8,"species","Greater Rhea","Rhea americana","","","18","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe -- Trilha do Talha-Mar","L3738513","H",-31.2563069,-50.9828968,2013-11-26,"","obsr59106","S27790986","Incidental","P20","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"","Eighteen were seen on the journey.",88,1
"23",2636133,"URN:CornellLabOfOrnithology:EBIRD:OBS376827982","24:13.0",8,"species","Greater Rhea","Rhea americana","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe -- Trilha do Talha-Mar","L3738513","H",-31.2563069,-50.9828968,2013-11-27,"","obsr59106","S27803294","Incidental","P20","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"","",100,1
"24",2637335,"URN:CornellLabOfOrnithology:EBIRD:OBS240451265","29:54.0",8,"species","Greater Rhea","Rhea americana","","","8","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Mostardas -- Estrada de Caieiras","L2453998","H",-31.0572918,-50.9307289,2013-12-29,"8:24:00","obsr252322","S17497435","Traveling","P22","EBIRD",90,6.437,NA,1,1,"",0,1,0,NA,"<br />Submitted from BirdLog World for iOS, version 1.7.1","",46,1
"25",2637336,"URN:CornellLabOfOrnithology:EBIRD:OBS220901547","17:21.0",8,"species","Greater Rhea","Rhea americana","","","5","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"BR-RS-Tavares - -31.2282x-50.9562 - Dec 10, 2013, 12:11 PM","L2463565","P",-31.2585961,-50.9793091,2013-12-09,"16:00:00","obsr252322","S15937576","Traveling","P22","EBIRD",60,3.219,NA,1,1,"",0,1,0,NA,"<br />Submitted from BirdLog World for iOS, version 1.7.1","",32,1
"26",2637337,"URN:CornellLabOfOrnithology:EBIRD:OBS220136277","24:13.0",8,"species","Greater Rhea","Rhea americana","","","6","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe--Tavares Entrance","L683798","H",-31.3188144,-51.0895157,2013-12-05,"16:15:00","obsr412230","S15871119","Traveling","P22","EBIRD_CAN",180,7.5,NA,3,1,"",0,1,0,NA,"with Duncan Ritchie and Batista of Hotel Parque da Lagoa. Birds recorded on the Talha-Mar trail and along the eastern shore of the Lagoa do Peixe, north side of the road.","",54,1
"27",2637338,"URN:CornellLabOfOrnithology:EBIRD:OBS220062981","24:13.0",8,"species","Greater Rhea","Rhea americana","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe--Tavares Entrance","L683798","H",-31.3188144,-51.0895157,2013-12-04,"7:55:00","obsr412230","S15863648","Traveling","P22","EBIRD_CAN",245,6.5,NA,2,1,"",0,1,0,NA,"with Duncan Ritchie. Birds recorded along the Trilha do Talha-Mar and during a 1.5 km walk N along the eastern edge of the lake from where the road meets the dunes, along a fenceline parallel to the lake, which we crossed eventually to search in the muddy fringes for South American Painted-Snipe.----Weather: sunny and clear, light winds.","",61,1
"28",2637339,"URN:CornellLabOfOrnithology:EBIRD:OBS225679786","24:14.0",8,"species","Greater Rhea","Rhea americana","","","20","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"BR-RS - -31.2203x-50.9555 - Dec 13, 2013, 6:58 PM","L2465586","P",-31.220347,-50.955529,2013-12-31,"6:15:00","obsr252322","S16350006","Traveling","P22","EBIRD",131,2.414,NA,1,1,"",0,1,0,NA,"<br />Submitted from BirdLog World for iOS, version 1.7.1","",29,1
"29",2637340,"URN:CornellLabOfOrnithology:EBIRD:OBS225675975","24:14.0",8,"species","Greater Rhea","Rhea americana","","","13","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"BR-RS - -31.2203x-50.9555 - Dec 13, 2013, 6:58 PM","L2465586","P",-31.220347,-50.955529,2013-12-25,"6:20:00","obsr252322","S16349753","Traveling","P22","EBIRD",344,8.69,NA,1,1,"",0,1,0,NA,"<br />Submitted from BirdLog World for iOS, version 1.7.1","",55,1
"30",2637341,"URN:CornellLabOfOrnithology:EBIRD:OBS221421884","48:07.0",8,"species","Greater Rhea","Rhea americana","","","13","","","Unknown Sex, Adult (8); Unknown Sex, Juvenile (5)","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"BR-RS - -31.2203x-50.9555 - Dec 13, 2013, 6:58 PM","L2465586","P",-31.220347,-50.955529,2013-12-15,"7:15:00","obsr252322","S15979710","Traveling","P22","EBIRD",300,5.633,NA,1,1,"",0,1,0,NA,"<br />Submitted from BirdLog World for iOS, version 1.7.1","",42,1
"31",2637342,"URN:CornellLabOfOrnithology:EBIRD:OBS225675082","24:13.0",8,"species","Greater Rhea","Rhea americana","","","10","","","Unknown Sex, Adult (5); Unknown Sex, Juvenile (5)","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"BR-RS - -31.2203x-50.9555 - Dec 13, 2013, 6:58 PM","L2465586","P",-31.220347,-50.955529,2013-12-24,"6:14:00","obsr252322","S16349695","Traveling","P22","EBIRD",179,3.219,NA,1,1,"",0,1,0,NA,"<br />Submitted from BirdLog World for iOS, version 1.7.1","One adult has 5 young",45,1
"32",2637343,"URN:CornellLabOfOrnithology:EBIRD:OBS222121359","24:13.0",8,"species","Greater Rhea","Rhea americana","","","15","","","Unknown Sex, Adult (9); Unknown Sex, Juvenile (6)","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"BR-RS - -31.2203x-50.9555 - Dec 13, 2013, 6:58 PM","L2465586","P",-31.220347,-50.955529,2013-12-21,"6:44:00","obsr252322","S16036368","Traveling","P22","EBIRD",361,7.242,NA,1,1,"",0,1,0,NA,"<br />Submitted from BirdLog World for iOS, version 1.7.1","",65,1
"33",2637344,"URN:CornellLabOfOrnithology:EBIRD:OBS221065219","14:47.0",8,"species","Greater Rhea","Rhea americana","","","10","","","Unknown Sex, Adult (5); Unknown Sex, Juvenile (5)","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"BR-RS - -31.2203x-50.9555 - Dec 13, 2013, 6:58 PM","L2465586","P",-31.220347,-50.955529,2013-12-13,"8:30:00","obsr252322","S15952810","Traveling","P22","EBIRD",180,3.219,NA,1,1,"",0,1,0,NA,"<br />Submitted from BirdLog World for iOS, version 1.7.1","",40,1
"34",2637345,"URN:CornellLabOfOrnithology:EBIRD:OBS225676797","24:14.0",8,"species","Greater Rhea","Rhea americana","","","16","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"BR-RS - -31.2203x-50.9555 - Dec 13, 2013, 6:58 PM","L2465586","P",-31.220347,-50.955529,2013-12-28,"6:22:00","obsr252322","S16349820","Traveling","P22","EBIRD",430,8.69,NA,1,1,"",0,1,0,NA,"<br />Submitted from BirdLog World for iOS, version 1.7.1","",55,1
"35",2637346,"URN:CornellLabOfOrnithology:EBIRD:OBS221724881","29:54.0",8,"species","Greater Rhea","Rhea americana","","","14","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"BR-RS - -31.2203x-50.9555 - Dec 13, 2013, 6:58 PM","L2465586","P",-31.220347,-50.955529,2013-12-16,"6:15:00","obsr252322","S16003035","Traveling","P22","EBIRD",390,8.047,NA,1,1,"",0,1,0,NA,"<br />Submitted from BirdLog World for iOS, version 1.7.1","",41,1
"36",2637347,"URN:CornellLabOfOrnithology:EBIRD:OBS225675339","24:13.0",8,"species","Greater Rhea","Rhea americana","","","5","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"BR-RS - -31.2203x-50.9555 - Dec 13, 2013, 6:58 PM","L2465586","P",-31.220347,-50.955529,2013-12-23,"6:15:00","obsr252322","S16349704","Traveling","P22","EBIRD",344,6.437,NA,1,1,"",0,1,0,NA,"<br />Submitted from BirdLog World for iOS, version 1.7.1","",45,1
"37",2637348,"URN:CornellLabOfOrnithology:EBIRD:OBS225676685","24:14.0",8,"species","Greater Rhea","Rhea americana","","","12","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"BR-RS - -31.2203x-50.9555 - Dec 13, 2013, 6:58 PM","L2465586","P",-31.220347,-50.955529,2013-12-27,"6:13:00","obsr252322","S16349812","Traveling","P22","EBIRD",309,7.242,NA,1,1,"",0,1,0,NA,"<br />Submitted from BirdLog World for iOS, version 1.7.1","",46,1
"38",2637349,"URN:CornellLabOfOrnithology:EBIRD:OBS222024080","31:10.0",8,"species","Greater Rhea","Rhea americana","","","8","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"BR-RS - -31.2203x-50.9555 - Dec 13, 2013, 6:58 PM","L2465586","P",-31.220347,-50.955529,2013-12-20,"6:20:00","obsr252322","S16028701","Traveling","P22","EBIRD",330,7.564,NA,1,1,"",0,1,0,NA,"<br />Submitted from BirdLog World for iOS, version 1.7.1","",53,1
"39",2637350,"URN:CornellLabOfOrnithology:EBIRD:OBS225676591","24:14.0",8,"species","Greater Rhea","Rhea americana","","","6","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"BR-RS - -31.2203x-50.9555 - Dec 13, 2013, 6:58 PM","L2465586","P",-31.220347,-50.955529,2013-12-26,"6:09:00","obsr252322","S16349807","Traveling","P22","EBIRD",334,7.242,NA,1,1,"",0,1,0,NA,"<br />Submitted from BirdLog World for iOS, version 1.7.1","",53,1
"40",2637351,"URN:CornellLabOfOrnithology:EBIRD:OBS221958284","32:41.0",8,"species","Greater Rhea","Rhea americana","","","6","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"BR-RS - -31.2203x-50.9555 - Dec 13, 2013, 6:58 PM","L2465586","P",-31.220347,-50.955529,2013-12-19,"6:59:00","obsr252322","S16023081","Traveling","P22","EBIRD",302,6.035,NA,1,1,"",0,1,0,NA,"Conducting Buff-breasted Sandpiper survey <br />Submitted from BirdLog World for iOS, version 1.7.1","",55,1
"41",2638742,"URN:CornellLabOfOrnithology:EBIRD:OBS225681537","24:14.0",8,"species","Greater Rhea","Rhea americana","","","31","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"BR-RS - -31.2203x-50.9555 - Dec 13, 2013, 6:58 PM","L2465586","P",-31.220347,-50.955529,2014-01-05,"6:09:00","obsr252322","S16350105","Traveling","P22","EBIRD",388,9.012,NA,1,1,"",0,1,0,NA,"<br />Submitted from BirdLog World for iOS, version 1.7.1","",65,1
"42",2638743,"URN:CornellLabOfOrnithology:EBIRD:OBS225681636","24:14.0",8,"species","Greater Rhea","Rhea americana","","","35","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"BR-RS - -31.2203x-50.9555 - Dec 13, 2013, 6:58 PM","L2465586","P",-31.220347,-50.955529,2014-01-04,"6:11:00","obsr252322","S16350106","Traveling","P22","EBIRD",392,8.449,NA,1,1,"",0,1,0,NA,"<br />Submitted from BirdLog World for iOS, version 1.7.1","",64,1
"43",2638744,"URN:CornellLabOfOrnithology:EBIRD:OBS225681694","24:14.0",8,"species","Greater Rhea","Rhea americana","","","3","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"BR-RS - -31.2203x-50.9555 - Dec 13, 2013, 6:58 PM","L2465586","P",-31.220347,-50.955529,2014-01-01,"6:07:00","obsr252322","S16350108","Traveling","P22","EBIRD",360,7.081,NA,1,1,"",0,1,0,NA,"<br />Submitted from BirdLog World for iOS, version 1.7.1","",44,1
"44",2638745,"URN:CornellLabOfOrnithology:EBIRD:OBS225680164","24:14.0",8,"species","Greater Rhea","Rhea americana","","","10","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"BR-RS - -31.2203x-50.9555 - Dec 13, 2013, 6:58 PM","L2465586","P",-31.220347,-50.955529,2014-01-02,"6:20:00","obsr252322","S16350022","Traveling","P22","EBIRD",330,8.449,NA,1,1,"",0,1,0,NA,"<br />Submitted from BirdLog World for iOS, version 1.7.1","",43,1
"45",2638746,"URN:CornellLabOfOrnithology:EBIRD:OBS225681495","24:14.0",8,"species","Greater Rhea","Rhea americana","","","33","","","Unknown Sex, Adult (14); Unknown Sex, Juvenile (19)","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"BR-RS - -31.2203x-50.9555 - Dec 13, 2013, 6:58 PM","L2465586","P",-31.220347,-50.955529,2014-01-06,"6:11:00","obsr252322","S16350103","Traveling","P22","EBIRD",181,4.506,NA,1,1,"",0,1,0,NA,"<br />Submitted from BirdLog World for iOS, version 1.7.1","One adult has 19 chicks",43,1
"46",2638747,"URN:CornellLabOfOrnithology:EBIRD:OBS225684707","24:14.0",8,"species","Greater Rhea","Rhea americana","","","56","","","Unknown Sex, Adult (26); Unknown Sex, Juvenile (30)","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"BR-RS - -31.2203x-50.9555 - Dec 13, 2013, 6:58 PM","L2465586","P",-31.220347,-50.955529,2014-01-07,"6:19:00","obsr252322","S16350341","Traveling","P22","EBIRD",330,6.437,NA,1,1,"",0,1,0,NA,"<br />Submitted from BirdLog World for iOS, version 1.7.1","Plus 12 and 18 chicks",53,1
"47",2638748,"URN:CornellLabOfOrnithology:EBIRD:OBS225682297","24:14.0",8,"species","Greater Rhea","Rhea americana","","","3","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"BR-RS-Tavares - -31.2282x-50.9562 - Dec 10, 2013, 12:11 PM","L2463565","P",-31.2585961,-50.9793091,2014-01-06,"9:30:00","obsr252322","S16350163","Traveling","P22","EBIRD",186,3.38,NA,1,1,"",0,1,0,NA,"<br />Submitted from BirdLog World for iOS, version 1.7.1","",41,1
"48",2638749,"URN:CornellLabOfOrnithology:EBIRD:OBS403273856","24:14.0",8,"species","Greater Rhea","Rhea americana","","","2","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Parque Nacional da Lagoa do Peixe","L2789446","P",-31.2233714,-50.9130478,2014-01-24,"13:00:00","obsr756924","S29680502","Traveling","P22","EBIRD",1440,50,NA,4,1,"G1454835",0,1,0,NA,"Birding at Mostardas and Tavares municipality (dunes, grasslands and wetlands).","",118,1
"49",2638750,"URN:CornellLabOfOrnithology:EBIRD:OBS399920006","24:14.0",8,"species","Greater Rhea","Rhea americana","","","2","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Parque Nacional da Lagoa do Peixe","L2789446","P",-31.2233714,-50.9130478,2014-01-24,"13:00:00","obsr509078","S17964408","Traveling","P22","EBIRD",1440,50,NA,4,1,"G1454835",0,1,0,NA,"Birding at Mostardas and Tavares municipality (dunes, grasslands and wetlands).","",118,1
"50",2639763,"URN:CornellLabOfOrnithology:EBIRD:OBS275177530","16:34.0",8,"species","Greater Rhea","Rhea americana","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Lavras do Sul - RS","L3112615","P",-30.813251,-53.892145,2014-07-15,"6:00:00","obsr431534","S20069393","Historical","P62","EBIRD",720,NA,NA,1,0,"",0,1,0,NA,"","",64,1
"51",2640283,"URN:CornellLabOfOrnithology:EBIRD:OBS373620471","07:34.0",8,"species","Greater Rhea","Rhea americana","","","2","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Lagoa dos Patos - Mostardas","L4262245","P",-31.0473962,-50.9989807,2014-10-05,"9:00:00","obsr656534","S27528521","Historical","P62","EBIRD_BRA",360,NA,NA,3,1,"",1,1,0,NA,"Como o Guia Batista e minha esposa. Um dia de vento descomunal.","",20,1
"52",2640284,"URN:CornellLabOfOrnithology:EBIRD:OBS667087254","11:12.0",8,"species","Greater Rhea","Rhea americana","","","5","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Mostardas--Trilha das dunas","L6338772","H",-31.1122222,-50.8597222,2014-10-30,"13:00:00","obsr742011","S49216430","Traveling","P22","EBIRD",180,3.219,NA,8,1,"",0,1,0,NA,"","",74,1
"53",2640879,"URN:CornellLabOfOrnithology:EBIRD:OBS281944623","24:14.0",8,"species","Greater Rhea","Rhea americana","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe--Mostardas Entrance","L683785","H",-31.1137977,-50.8565712,2014-11-14,"6:00:00","obsr431534","S20630665","Traveling","P22","EBIRD",720,30,NA,1,1,"",0,1,0,NA,"","",137,1
"54",2641442,"URN:CornellLabOfOrnithology:EBIRD:OBS308371427","53:59.0",8,"species","Greater Rhea","Rhea americana","","","3","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE do Espinilho","L3547307","H",-30.1984046,-57.4845243,2015-01-09,"7:00:00","obsr499438","S22747129","Traveling","P22","EBIRD",480,8,NA,3,1,"",0,1,0,NA,"","",31,1
"55",2641642,"URN:CornellLabOfOrnithology:EBIRD:OBS505331736","03:05.0",8,"species","Greater Rhea","Rhea americana","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Uruguaiana","L5895086","P",-29.7976022,-57.0114899,2015-02-15,"9:00:00","obsr348161","S37194705","Incidental","P20","EBIRD_ARG",NA,NA,NA,1,0,"",0,1,0,NA,"","",2,1
"56",2641643,"URN:CornellLabOfOrnithology:EBIRD:OBS528133179","37:52.0",8,"species","Greater Rhea","Rhea americana","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Arambaré--Orla","L6218962","H",-30.9065617,-51.4920683,2015-02-09,"7:40:00","obsr770720","S38850211","Stationary","P21","EBIRD",400,NA,NA,1,0,"",0,1,0,NA,"","",12,1
"57",2641836,"URN:CornellLabOfOrnithology:EBIRD:OBS307135281","24:14.0",8,"species","Greater Rhea","Rhea americana","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe--Tavares Entrance","L683798","H",-31.3188144,-51.0895157,2015-03-22,"10:46:00","obsr335836","S22657791","Traveling","P22","EBIRD",720,19.999,NA,3,1,"G1205020",0,1,0,NA,"Viagem a Tavares com Tancredo Maia e Roberto Aguiar Submitted from  BirdLog SA for Android v1.9.6","",89,1
